Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
Guatemala,Exposición a factores no especificados,807,673,134,19,X59
Guatemala,Enfermedad renal crónica,568,288,280,19,N18
Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,451,224,227,19,C22
Guatemala,Diabetes mellitus no insulinodependiente,451,188,263,19,E11
Guatemala,Insuficiencia cardíaca,281,107,174,19,I50
Guatemala,Tumor maligno del estómago,271,105,166,19,C16
Guatemala,Otras sepsis,270,120,150,19,A41
Guatemala,Hipertensión esencial (primaria),258,105,153,19,I10
Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",248,104,144,19,I64
Guatemala,"Disparo de otras armas de fuego, y las no especificadas",235,201,34,19,W34
Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2233,1041,1192,19,R00 - R99
Guatemala,Otras causas,7451,3915,3536,19,Otras causas
El Progreso,Todas las causas,1126,627,499,19,Todas las causas
El Progreso,Infarto agudo del miocardio,151,79,72,19,I21
El Progreso,"Diabetes mellitus, no especificada",95,40,55,19,E14
El Progreso,"Neumonía, organismo no especificado",57,31,26,19,J18
El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",56,28,28,19,I64
El Progreso,Exposición a factores no especificados,35,23,12,19,X59
El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",31,25,6,19,V89
El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,29,16,13,19,C22
El Progreso,Tumor maligno del estómago,28,17,11,19,C16
El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",24,21,3,19,X95
El Progreso,Fibrosis y cirrosis del hígado,23,11,12,19,K74
El Progreso,Otras enfermedades pulmonares obstructivas crónicas,21,14,7,19,J44
El Progreso,Diabetes mellitus no insulinodependiente,20,7,13,19,E11
El Progreso,Insuficiencia cardíaca,16,9,7,19,I50
El Progreso,Hipertensión esencial (primaria),15,7,8,19,I10
El Progreso,Enfermedad renal crónica,15,6,9,19,N18
El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",86,49,37,19,R00 - R99
El Progreso,Otras causas,424,244,180,19,Otras causas
Sacatepéquez,Todas las causas,1783,959,824,19,Todas las causas
Sacatepéquez,"Diabetes mellitus, no especificada",136,53,83,19,E14
Sacatepéquez,Infarto agudo del miocardio,120,61,59,19,I21
Sacatepéquez,Fibrosis y cirrosis del hígado,85,58,27,19,K74
Sacatepéquez,Exposición a factores no especificados,83,65,18,19,X59
Sacatepéquez,Diabetes mellitus no insulinodependiente,82,32,50,19,E11
Sacatepéquez,"Neumonía, organismo no especificado",81,39,42,19,J18
Sacatepéquez,Enfermedad alcohólica del hígado,46,40,6,19,K70
Sacatepéquez,Enfermedad renal crónica,46,23,23,19,N18
Sacatepéquez,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,18,20,19,C22
Sacatepéquez,Tumor maligno del estómago,37,14,23,19,C16
Sacatepéquez,"Desnutrición proteicocalórica, no especificada",37,19,18,19,E46
Sacatepéquez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",37,12,25,19,I64
Sacatepéquez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,28,2,19,V89
Sacatepéquez,Insuficiencia renal no especificada,29,14,15,19,N19
Sacatepéquez,Hipertensión esencial (primaria),28,13,15,19,I10
Sacatepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",173,86,87,19,R00 - R99
Sacatepéquez,Otras causas,695,384,311,19,Otras causas
Chimaltenango,Todas las causas,2984,1593,1391,19,Todas las causas
Chimaltenango,"Neumonía, organismo no especificado",369,184,185,19,J18
Chimaltenango,Infarto agudo del miocardio,212,108,104,19,I21
Chimaltenango,"Diabetes mellitus, no especificada",189,88,101,19,E14
Chimaltenango,Fibrosis y cirrosis del hígado,159,97,62,19,K74
Chimaltenango,Exposición a factores no especificados,98,82,16,19,X59
Chimaltenango,Insuficiencia cardíaca,96,42,54,19,I50
Chimaltenango,Enfermedad alcohólica del hígado,87,78,9,19,K70
Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,77,40,37,19,C22
Chimaltenango,Diabetes mellitus no insulinodependiente,72,27,45,19,E11
Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",65,31,34,19,I64
Chimaltenango,Enfermedad renal crónica,63,32,31,19,N18
Chimaltenango,Tumor maligno del estómago,56,20,36,19,C16
Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,53,20,33,19,J44
Chimaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,52,41,11,19,F10
Chimaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,49,27,22,19,A09
Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",203,101,102,19,R00 - R99
Chimaltenango,Otras causas,1084,575,509,19,Otras causas
Escuintla,Todas las causas,4540,2579,1961,19,Todas las causas
Escuintla,"Diabetes mellitus, no especificada",379,151,228,19,E14
Escuintla,Infarto agudo del miocardio,372,198,174,19,I21
Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",279,254,25,19,X95
Escuintla,"Neumonía, organismo no especificado",218,113,105,19,J18
Escuintla,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",206,174,32,19,V89
Escuintla,Enfermedad renal crónica,197,119,78,19,N18
Escuintla,Fibrosis y cirrosis del hígado,131,89,42,19,K74
Escuintla,Exposición a factores no especificados,121,89,32,19,X59
Escuintla,Diabetes mellitus no insulinodependiente,106,52,54,19,E11
Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,89,32,57,19,C22
Escuintla,Insuficiencia renal no especificada,89,49,40,19,N19
Escuintla,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",51,24,27,19,I64
Escuintla,Hipertensión esencial (primaria),50,20,30,19,I10
Escuintla,Otras sepsis,49,23,26,19,A41
Escuintla,"Desnutrición proteicocalórica, no especificada",48,21,27,19,E46
Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",688,369,319,19,R00 - R99
Escuintla,Otras causas,1467,802,665,19,Otras causas
Santa Rosa,Todas las causas,2121,1191,930,19,Todas las causas
Santa Rosa,Infarto agudo del miocardio,209,122,87,19,I21
Santa Rosa,"Diabetes mellitus, no especificada",122,42,80,19,E14
Santa Rosa,"Neumonía, organismo no especificado",107,58,49,19,J18
Santa Rosa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",88,70,18,19,V89
Santa Rosa,Enfermedad renal crónica,78,48,30,19,N18
Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",72,68,4,19,X95
Santa Rosa,Insuficiencia cardíaca,51,29,22,19,I50
Santa Rosa,Exposición a factores no especificados,49,39,10,19,X59
Santa Rosa,Fibrosis y cirrosis del hígado,47,29,18,19,K74
Santa Rosa,Insuficiencia renal no especificada,43,21,22,19,N19
Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",42,22,20,19,I64
Santa Rosa,Otras enfermedades pulmonares obstructivas crónicas,41,23,18,19,J44
Santa Rosa,Otras sepsis,34,13,21,19,A41
Santa Rosa,Diabetes mellitus no insulinodependiente,29,14,15,19,E11
Santa Rosa,Otros trastornos del encéfalo,29,15,14,19,G93
Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",370,199,171,19,R00 - R99
Santa Rosa,Otras causas,710,379,331,19,Otras causas
Sololá,Todas las causas,1780,964,816,19,Todas las causas
Sololá,"Neumonía, organismo no especificado",213,92,121,19,J18
Sololá,"Diabetes mellitus, no especificada",107,31,76,19,E14
Sololá,Infarto agudo del miocardio,78,41,37,19,I21
Sololá,Otras gastroenteritis y colitis de origen infeccioso y no especificado,72,32,40,19,A09
Sololá,Fibrosis y cirrosis del hígado,61,42,19,19,K74
Sololá,Exposición a factores no especificados,61,48,13,19,X59
Sololá,Diabetes mellitus no insulinodependiente,54,26,28,19,E11
Sololá,"Desnutrición proteicocalórica, no especificada",44,20,24,19,E46
Sololá,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",43,37,6,19,V89
Sololá,"Envenenamiento accidental por, y exposición al alcohol",42,40,2,19,X45
Sololá,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",36,20,16,19,I64
Sololá,Otras enfermedades pulmonares obstructivas crónicas,34,16,18,19,J44
Sololá,Enfermedad alcohólica del hígado,32,30,2,19,K70
Sololá,Insuficiencia cardíaca,27,15,12,19,I50
Sololá,Enfermedad renal crónica,25,16,9,19,N18
Sololá,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",218,119,99,19,R00 - R99
Sololá,Otras causas,633,339,294,19,Otras causas
Totonicapán,Todas las causas,2446,1343,1103,19,Todas las causas
Totonicapán,"Diabetes mellitus, no especificada",168,99,69,19,E14
Totonicapán,"Neumonía, organismo no especificado",152,58,94,19,J18
Totonicapán,"Envenenamiento accidental por, y exposición al alcohol",117,96,21,19,X45
Totonicapán,Fibrosis y cirrosis del hígado,87,58,29,19,K74
Totonicapán,Otras gastroenteritis y colitis de origen infeccioso y no especificado,85,41,44,19,A09
Totonicapán,Exposición a factores no especificados,52,45,7,19,X59
Totonicapán,Diabetes mellitus no insulinodependiente,44,19,25,19,E11
Totonicapán,Infarto agudo del miocardio,43,17,26,19,I21
Totonicapán,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",37,29,8,19,V89
Totonicapán,Enfermedad alcohólica del hígado,34,28,6,19,K70
Totonicapán,Trastornos mentales y del comportamiento debidos al uso de alcohol,32,24,8,19,F10
Totonicapán,Hipertensión esencial (primaria),29,12,17,19,I10
Totonicapán,Insuficiencia cardíaca,24,6,18,19,I50
Totonicapán,Otros trastornos del encéfalo,22,15,7,19,G93
Totonicapán,Enfermedad renal crónica,20,9,11,19,N18
Totonicapán,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",854,446,408,19,R00 - R99
Totonicapán,Otras causas,646,341,305,19,Otras causas
Quetzaltenango,Todas las causas,4664,2547,2117,19,Todas las causas
Quetzaltenango,"Diabetes mellitus, no especificada",306,118,188,19,E14
Quetzaltenango,Infarto agudo del miocardio,276,144,132,19,I21
Quetzaltenango,"Neumonía, organismo no especificado",217,109,108,19,J18
Quetzaltenango,Insuficiencia cardíaca,200,90,110,19,I50
Quetzaltenango,Fibrosis y cirrosis del hígado,185,106,79,19,K74
Quetzaltenango,Diabetes mellitus no insulinodependiente,159,72,87,19,E11
Quetzaltenango,Enfermedad alcohólica del hígado,149,122,27,19,K70
Quetzaltenango,Exposición a factores no especificados,144,124,20,19,X59
Quetzaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",95,73,22,19,V89
Quetzaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,84,74,10,19,F10
Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",81,71,10,19,X95
Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,78,38,40,19,C22
Quetzaltenango,Enfermedad renal crónica,77,46,31,19,N18
Quetzaltenango,Insuficiencia renal no especificada,75,46,29,19,N19
Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",66,60,6,19,X45
Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",567,286,281,19,R00 - R99
Quetzaltenango,Otras causas,1905,968,937,19,Otras causas
Suchitepéquez,Todas las causas,3205,1783,1422,19,Todas las causas
Suchitepéquez,"Diabetes mellitus, no especificada",153,57,96,19,E14
Suchitepéquez,Exposición a factores no especificados,137,114,23,19,X59
Suchitepéquez,Infarto agudo del miocardio,120,64,56,19,I21
Suchitepéquez,Insuficiencia renal no especificada,98,64,34,19,N19
Suchitepéquez,"Neumonía, organismo no especificado",92,47,45,19,J18
Suchitepéquez,Fibrosis y cirrosis del hígado,91,52,39,19,K74
Suchitepéquez,Enfermedad renal crónica,87,57,30,19,N18
Suchitepéquez,Tumor maligno del hígado y de las vías biliares intrahepáticas,47,30,17,19,C22
Suchitepéquez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",41,32,9,19,V89
Suchitepéquez,"Desnutrición proteicocalórica, no especificada",33,17,16,19,E46
Suchitepéquez,"Agresión con disparo de otras armas de fuego, y las no especificadas",31,28,3,19,X95
Suchitepéquez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",27,14,13,19,I64
Suchitepéquez,Diabetes mellitus no insulinodependiente,26,13,13,19,E11
Suchitepéquez,"Disparo de otras armas de fuego, y las no especificadas",25,20,5,19,W34
Suchitepéquez,Otras sepsis,24,13,11,19,A41
Suchitepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1445,729,716,19,R00 - R99
Suchitepéquez,Otras causas,728,432,296,19,Otras causas
Retalhuleu,Todas las causas,1871,1084,787,19,Todas las causas
Retalhuleu,"Diabetes mellitus, no especificada",103,46,57,19,E14
Retalhuleu,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",68,61,7,19,V89
Retalhuleu,Insuficiencia renal no especificada,54,45,9,19,N19
Retalhuleu,Exposición a factores no especificados,51,41,10,19,X59
Retalhuleu,Enfermedad renal crónica,50,32,18,19,N18
Retalhuleu,Infarto agudo del miocardio,46,28,18,19,I21
Retalhuleu,Fibrosis y cirrosis del hígado,42,24,18,19,K74
Retalhuleu,"Neumonía, organismo no especificado",39,20,19,19,J18
Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",38,36,2,19,X95
Retalhuleu,Diabetes mellitus no insulinodependiente,21,13,8,19,E11
Retalhuleu,Insuficiencia cardíaca,20,8,12,19,I50
Retalhuleu,Otras gastroenteritis y colitis de origen infeccioso y no especificado,18,8,10,19,A09
Retalhuleu,Otros trastornos del encéfalo,13,7,6,19,G93
Retalhuleu,Otras sepsis,12,8,4,19,A41
Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,11,6,5,19,C22
Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",910,481,429,19,R00 - R99
Retalhuleu,Otras causas,375,220,155,19,Otras causas
San Marcos,Todas las causas,4850,2729,2121,19,Todas las causas
San Marcos,"Neumonía, organismo no especificado",624,355,269,19,J18
San Marcos,Infarto agudo del miocardio,470,265,205,19,I21
San Marcos,"Diabetes mellitus, no especificada",224,90,134,19,E14
San Marcos,Fibrosis y cirrosis del hígado,184,116,68,19,K74
San Marcos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,151,88,63,19,A09
San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,136,56,80,19,C22
San Marcos,Insuficiencia cardíaca,135,70,65,19,I50
San Marcos,Exposición a factores no especificados,119,102,17,19,X59
San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",117,58,59,19,I64
San Marcos,Diabetes mellitus no insulinodependiente,116,51,65,19,E11
San Marcos,Enfermedad renal crónica,116,62,54,19,N18
San Marcos,Tumor maligno del estómago,89,42,47,19,C16
San Marcos,"Envenenamiento accidental por, y exposición al alcohol",84,77,7,19,X45
San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",76,65,11,19,X95
San Marcos,Úlcera gástrica,65,25,40,19,K25
San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",471,242,229,19,R00 - R99
San Marcos,Otras causas,1673,965,708,19,Otras causas
Huehuetenango,Todas las causas,4225,2250,1975,19,Todas las causas
Huehuetenango,"Neumonía, organismo no especificado",524,266,258,19,J18
Huehuetenango,Infarto agudo del miocardio,395,228,167,19,I21
Huehuetenango,"Diabetes mellitus, no especificada",246,90,156,19,E14
Huehuetenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,176,96,80,19,A09
Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",163,73,90,19,I64
Huehuetenango,Exposición a factores no especificados,141,115,26,19,X59
Huehuetenango,Otras enfermedades cerebrovasculares,118,62,56,19,I67
Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,112,51,61,19,C22
Huehuetenango,Tumor maligno del estómago,104,48,56,19,C16
Huehuetenango,Fibrosis y cirrosis del hígado,100,61,39,19,K74
Huehuetenango,Diabetes mellitus no insulinodependiente,93,36,57,19,E11
Huehuetenango,Enfermedad renal crónica,88,38,50,19,N18
Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",76,72,4,19,X45
Huehuetenango,Insuficiencia cardíaca,75,41,34,19,I50
Huehuetenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",62,43,19,19,V89
